image_id,category_id,lt_x,lt_y,width,height,score
191845,28,173.50253295898438,0.0,45.260955810546875,20.319839477539062,0.014012312516570091
191845,28,173.656982421875,0.018323898315429688,45.025390625,20.64036750793457,0.010841768234968185
191845,28,172.83538818359375,0.0,45.84619140625,20.86153793334961,0.009054917842149734
191845,28,172.7397918701172,0.0,47.712554931640625,19.50424575805664,0.001877100090496242
191845,1,226.429443359375,0.009347915649414062,11.27056884765625,10.92445182800293,0.003992494195699692
191845,1,226.43942260742188,0.0,12.31756591796875,10.998420715332031,0.0022601138334721327
191845,1,235.33834838867188,0.03374481201171875,27.55694580078125,27.27552032470703,0.011021328158676624
191845,1,234.73446655273438,0.0,28.339111328125,27.54629135131836,0.011682753451168537
191845,1,235.06011962890625,0.0,30.39337158203125,26.579917907714844,0.0032748791854828596
191845,28,429.92919921875,0.0,46.43927001953125,13.190120697021484,0.0026272721588611603
191845,28,430.03668212890625,0.029575347900390625,45.59814453125,13.740264892578125,0.053989484906196594
191845,28,430.18865966796875,0.12083053588867188,45.6182861328125,13.807502746582031,0.0484473742544651
191845,28,429.98956298828125,0.052730560302734375,45.4185791015625,14.029426574707031,0.051541659981012344
191845,28,430.076171875,0.0,45.5037841796875,14.0819091796875,0.060785483568906784
191845,28,472.0146484375,0.013845443725585938,39.4935302734375,15.081270217895508,0.024913251399993896
191845,28,471.885986328125,0.08789443969726562,39.64019775390625,14.960739135742188,0.028996052220463753
191845,28,472.04693603515625,0.11772537231445312,39.5494384765625,14.889266967773438,0.01634572446346283
191845,28,472.02191162109375,0.026493072509765625,39.884033203125,14.726448059082031,0.012053155340254307
191845,28,472.07745361328125,0.0,41.65130615234375,14.510093688964844,0.002600631210952997
191845,27,527.871337890625,0.04110145568847656,24.554931640625,18.99946403503418,0.0014529320178553462
191845,31,527.871337890625,0.04110145568847656,24.554931640625,18.99946403503418,0.001115082181058824
191845,1,531.117919921875,0.1185760498046875,21.3056640625,17.535301208496094,0.0025457346346229315
191845,27,531.117919921875,0.1185760498046875,21.3056640625,17.535301208496094,0.006933987606316805
191845,31,531.117919921875,0.1185760498046875,21.3056640625,17.535301208496094,0.008791017346084118
191845,1,531.205810546875,0.0259246826171875,21.05712890625,17.96912384033203,0.002507721306756139
191845,27,531.205810546875,0.0259246826171875,21.05712890625,17.96912384033203,0.00830075517296791
191845,31,531.205810546875,0.0259246826171875,21.05712890625,17.96912384033203,0.014831808395683765
191845,1,36.63196563720703,0.09037017822265625,31.754425048828125,39.869163513183594,0.001044572563841939
191845,28,172.12118530273438,0.0,46.4622802734375,21.588756561279297,0.004940466955304146
191845,28,173.43020629882812,0.0,45.80517578125,20.537925720214844,0.020121321082115173
191845,28,173.37388610839844,0.0,45.530059814453125,20.501319885253906,0.015919892117381096
191845,28,172.6779022216797,0.0,46.296875,21.131732940673828,0.011044653132557869
191845,28,173.01409912109375,0.0,46.0174560546875,19.440025329589844,0.003316106740385294
191845,1,226.20736694335938,0.0,11.39703369140625,10.742149353027344,0.004386372864246368
